h_geoid,w_geoid,count
51059430600,51059420503,2
51059430600,51059420600,1
51059430600,51059420700,1
51059430600,51059420800,1
51059430600,51059421001,9
51059430600,51059421002,37
51059430600,51059421101,11
51059430600,51059421102,1
51059430600,51059421103,11
51059430600,51059421400,1
51059430600,51059421500,10
51059430600,51059421900,2
51059430600,51059422000,33
51059430600,51059422101,3
51059430600,51059422102,12
51059430600,51059422202,2
51059430600,51059422301,10
51059430600,51059422302,23
51059430600,51059422402,3
51059430600,51059422403,1
51059430600,51059430101,2
51059430600,51059430102,2
51059430600,51059430202,3
51059430600,51059430400,17
51059430600,51059430600,116
51059430600,51059430700,11
51059430600,51059430801,7
51059430600,51059430802,1
51059430600,51059430901,12
51059430600,51059430902,10
51059430600,51059431001,8
51059430600,51059431300,5
51059430600,51059431500,5
51059430600,51059431600,27
51059430600,51059431802,1
51059430600,51059431900,1
51059430600,51059432000,5
51059430600,51059432201,7
51059430600,51059432202,1
51059430600,51059432300,1
51059430600,51059432402,1
51059430600,51059432500,5
51059430600,51059432600,1
51059430600,51059432702,5
51059430600,51059432800,43
51059430600,51059440100,5
51059430600,51059440201,24
51059430600,51059440202,25
51059430600,51059440300,2
51059430600,51059440501,2
51059430600,51059440502,19
51059430600,51059440600,4
51059430600,51059440800,3
51059430600,51059450100,4
51059430600,51059450200,3
51059430600,51059450300,1
51059430600,51059450400,5
51059430600,51059450601,10
51059430600,51059450602,2
51059430600,51059450701,5
51059430600,51059450702,6
51059430600,51059450800,10
51059430600,51059451300,2
51059430600,51059451400,4
51059430600,51059451501,8
51059430600,51059451502,8
51059430600,51059451601,3
51059430600,51059452000,10
51059430600,51059452101,24
51059430600,51059452102,2
51059430600,51059452200,11
51059430600,51059452301,1
51059430600,51059452400,30
51059430600,51059452501,166
51059430600,51059452502,4
51059430600,51059452600,35
51059430600,51059452700,4
51059430600,51059452801,5
51059430600,51059452802,1
51059430600,51059460100,1
51059430600,51059460200,1
51059430600,51059460400,14
51059430600,51059460501,17
51059430600,51059460502,1
51059430600,51059460600,4
51059430600,51059460701,2
51059430600,51059460702,3
51059430600,51059460800,9
51059430600,51059461100,2
51059430600,51059461201,1
51059430600,51059461202,6
51059430600,51059461500,6
51059430600,51059461601,16
51059430600,51059461602,18
51059430600,51059461700,6
51059430600,51059461802,1
51059430600,51059461901,3
51059430600,51059470300,3
51059430600,51059470400,1
51059430600,51059470500,9
51059430600,51059470600,1
51059430600,51059470700,11
51059430600,51059470800,1
51059430600,51059470900,2
51059430600,51059471000,3
51059430600,51059471100,1
51059430600,51059471201,4
51059430600,51059471202,7
51059430600,51059471301,2
51059430600,51059471303,1
51059430600,51059471402,1
51059430600,51059480201,4
51059430600,51059480202,65
51059430600,51059480203,4
51059430600,51059480300,4
51059430600,51059480401,1
51059430600,51059480504,2
51059430600,51059480505,1
51059430600,51059480802,5
51059430600,51059480901,1
51059430600,51059480902,6
51059430600,51059480903,2
51059430600,51059481000,1
51059430600,51059481101,4
51059430600,51059481106,3
51059430600,51059481202,5
51059430600,51059481701,2
51059430600,51059481702,5
51059430600,51059481900,5
51059430600,51059482201,1
51059430600,51059482202,6
51059430600,51059482203,15
51059430600,51059482301,3
51059430600,51059482400,3
51059430600,51059482501,16
51059430600,51059482503,1
51059430600,51059482601,2
51059430600,51059482602,7
51059430600,51059490101,11
51059430600,51059490103,26
51059430600,51059490501,4
51059430600,51059490502,1
51059430600,51059491202,1
51059430600,51059491301,2
51059430600,51059491303,3
51059430600,51059491405,1
51059430600,51059491601,3
51059430600,51059491602,1
51059430600,51059491701,8
51059430600,51059491702,11
51059430600,51059491703,28
51059430600,51059491704,6
51059430600,51059491705,2
51059430600,51059491801,5
51059430600,51059491802,2
51059430600,51059491803,2
51059430600,51059492000,6
51059430600,51059492100,2
51059430600,51059492203,1
51059430600,51059492400,1
51059430600,51059492500,2
51059430600,51059980100,1
51059430600,51600300100,23
51059430600,51600300200,16
51059430600,51600300300,11
51059430600,51600300400,3
51059430600,51600300500,4
51059430700,51059415300,1
51059430700,51059415401,1
51059430700,51059415500,2
51059430700,51059416000,2
51059430700,51059416100,2
51059430700,51059416300,1
51059430700,51059420100,9
51059430700,51059420201,3
51059430700,51059420501,1
51059430700,51059420503,2
51059430700,51059420800,1
51059430700,51059421001,11
51059430700,51059421002,17
51059430700,51059421103,3
51059430700,51059421500,9
51059430700,51059421800,2
51059430700,51059422000,7
51059430700,51059422102,2
51059430700,51059422202,1
51059430700,51059422301,2
51059430700,51059422302,7
51059430700,51059422402,3
51059430700,51059422403,1
51059430700,51059430202,1
51059430700,51059430400,14
51059430700,51059430600,25
51059430700,51059430700,23
51059430700,51059430801,2
51059430700,51059430802,2
51059430700,51059430901,3
51059430700,51059430902,2
51059430700,51059431001,2
51059430700,51059431500,1
51059430700,51059431600,8
51059430700,51059431802,1
51059430700,51059432000,7
51059430700,51059432201,4
51059430700,51059432202,1
51059430700,51059432300,1
51059430700,51059432702,1
51059430700,51059432800,15
51059430700,51059440100,1
51059430700,51059440201,12
51059430700,51059440202,15
51059430700,51059440300,2
51059430700,51059440502,17
51059430700,51059440600,7
51059430700,51059440800,4
51059430700,51059450100,3
51059430700,51059450200,1
51059430700,51059450400,3
51059430700,51059450601,1
51059430700,51059450701,1
51059430700,51059450702,4
51059430700,51059450800,7
51059430700,51059451000,1
51059430700,51059451400,2
51059430700,51059451501,4
51059430700,51059451502,8
51059430700,51059451601,2
51059430700,51059451900,2
51059430700,51059452000,2
51059430700,51059452101,5
51059430700,51059452102,1
51059430700,51059452200,5
51059430700,51059452302,1
51059430700,51059452400,1
51059430700,51059452501,108
51059430700,51059452502,1
51059430700,51059452600,8
51059430700,51059452700,1
51059430700,51059452801,4
51059430700,51059460400,10
51059430700,51059460501,7
51059430700,51059460502,1
51059430700,51059460600,3
51059430700,51059460800,6
51059430700,51059461000,1
51059430700,51059461202,7
51059430700,51059461601,3
51059430700,51059461602,3
51059430700,51059461700,3
51059430700,51059461802,5
51059430700,51059470300,5
51059430700,51059470500,6
51059430700,51059470600,3
51059430700,51059470700,1
51059430700,51059471202,6
51059430700,51059471301,2
51059430700,51059471402,3
51059430700,51059480100,2
51059430700,51059480201,2
51059430700,51059480202,41
51059430700,51059480203,4
51059430700,51059480300,2
51059430700,51059480401,1
51059430700,51059480504,2
51059430700,51059480505,1
51059430700,51059480801,6
51059430700,51059480901,3
51059430700,51059480902,4
51059430700,51059480903,4
51059430700,51059481101,2
51059430700,51059481106,1
51059430700,51059481202,1
51059430700,51059481702,9
51059430700,51059481900,2
51059430700,51059482202,3
51059430700,51059482203,17
51059430700,51059482301,3
51059430700,51059482400,4
51059430700,51059482501,12
51059430700,51059482503,1
51059430700,51059482601,3
51059430700,51059482602,5
51059430700,51059490101,3
51059430700,51059490103,17
51059430700,51059490501,1
51059430700,51059490502,5
51059430700,51059491101,1
51059430700,51059491201,1
51059430700,51059491401,1
51059430700,51059491405,1
51059430700,51059491601,1
51059430700,51059491701,5
51059430700,51059491702,13
51059430700,51059491703,14
51059430700,51059491704,2
51059430700,51059491705,1
51059430700,51059491801,1
51059430700,51059492202,1
51059430700,51059492500,1
51059430700,51059980100,1
51059430700,51600300100,3
51059430700,51600300200,8
51059430700,51600300300,8
51059430700,51600300400,7
51059430700,51600300500,3
51059430801,51059415100,1
51059430801,51059415200,1
51059430801,51059415401,1
51059430801,51059415402,2
51059430801,51059415500,4
51059430801,51059415900,3
51059430801,51059416000,2
51059430801,51059416200,4
51059430801,51059420100,2
51059430801,51059420201,3
51059430801,51059420400,2
51059430801,51059420502,1
51059430801,51059420503,1
51059430801,51059421001,4
51059430801,51059421002,11
51059430801,51059421101,1
51059430801,51059421102,5
51059430801,51059421103,1
51059430801,51059421400,4
51059430801,51059421500,2
51059430801,51059421900,3
51059430801,51059422000,5
51059430801,51059422101,2
51059430801,51059422301,3
51059430801,51059422302,4
51059430801,51059422401,1
51059430801,51059422402,1
51059430801,51059430101,1
51059430801,51059430202,2
51059430801,51059430400,7
51059430801,51059430600,24
51059430801,51059430801,23
51059430801,51059430802,7
51059430801,51059430901,21
51059430801,51059430902,2
51059430801,51059431001,8
51059430801,51059431002,1
51059430801,51059431300,1
51059430801,51059431500,4
51059430801,51059431600,15
51059430801,51059431802,2
51059430801,51059432000,1
51059430801,51059432201,10
51059430801,51059432202,2
51059430801,51059432300,2
51059430801,51059432500,1
51059430801,51059432702,5
51059430801,51059432800,16
51059430801,51059440100,3
51059430801,51059440201,13
51059430801,51059440202,20
51059430801,51059440300,1
51059430801,51059440502,13
51059430801,51059440600,5
51059430801,51059440800,8
51059430801,51059450100,3
51059430801,51059450300,2
51059430801,51059450400,3
51059430801,51059450601,8
51059430801,51059450602,3
51059430801,51059450701,8
51059430801,51059450702,8
51059430801,51059451400,3
51059430801,51059451501,5
51059430801,51059451502,4
51059430801,51059451900,2
51059430801,51059452000,4
51059430801,51059452101,5
51059430801,51059452200,1
51059430801,51059452302,1
51059430801,51059452400,8
51059430801,51059452501,145
51059430801,51059452600,16
51059430801,51059452801,4
51059430801,51059460400,10
51059430801,51059460501,15
51059430801,51059460502,1
51059430801,51059460702,1
51059430801,51059460800,4
51059430801,51059460900,1
51059430801,51059461100,2
51059430801,51059461201,2
51059430801,51059461202,6
51059430801,51059461601,1
51059430801,51059461602,13
51059430801,51059461700,7
51059430801,51059461802,3
51059430801,51059461901,1
51059430801,51059470400,3
51059430801,51059470500,1
51059430801,51059470600,2
51059430801,51059470700,2
51059430801,51059471100,2
51059430801,51059471201,4
51059430801,51059471202,2
51059430801,51059471402,4
51059430801,51059480201,1
51059430801,51059480202,47
51059430801,51059480203,7
51059430801,51059480300,6
51059430801,51059480401,1
51059430801,51059480502,1
51059430801,51059480504,1
51059430801,51059480802,1
51059430801,51059480901,1
51059430801,51059480902,4
51059430801,51059480903,6
51059430801,51059481101,1
51059430801,51059481202,4
51059430801,51059481600,2
51059430801,51059481702,9
51059430801,51059481900,3
51059430801,51059482100,1
51059430801,51059482202,5
51059430801,51059482203,13
51059430801,51059482301,2
51059430801,51059482302,1
51059430801,51059482400,5
51059430801,51059482501,19
51059430801,51059482503,3
51059430801,51059482602,6
51059430801,51059490101,6
51059430801,51059490103,28
51059430801,51059490501,1
51059430801,51059491301,2
51059430801,51059491303,2
51059430801,51059491601,3
51059430801,51059491701,2
51059430801,51059491702,5
51059430801,51059491703,31
51059430801,51059491801,1
51059430801,51059491802,1
51059430801,51059492000,2
51059430801,51059492100,4
51059430801,51059492202,6
51059430801,51059980100,2
51059430801,51600300100,10
51059430801,51600300200,13
51059430801,51600300300,10
51059430801,51600300400,8
51059430801,51600300500,2
51059430802,51059415100,1
51059430802,51059415200,2
51059430802,51059415300,1
51059430802,51059415401,3
51059430802,51059415500,3
51059430802,51059415800,1
51059430802,51059415900,4
51059430802,51059416100,1
51059430802,51059416200,1
51059430802,51059416300,1
51059430802,51059420100,1
51059430802,51059420201,1
51059430802,51059420203,2
51059430802,51059420400,1
51059430802,51059420503,1
51059430802,51059420600,1
51059430802,51059420800,2
51059430802,51059421001,8
51059430802,51059421002,12
51059430802,51059421101,5
51059430802,51059421103,1
51059430802,51059421500,5
51059430802,51059421800,1
51059430802,51059421900,3
51059430802,51059422000,6
51059430802,51059422101,1
51059430802,51059422102,1
51059430802,51059422301,2
51059430802,51059422302,9
51059430802,51059430101,6
51059430802,51059430102,2
51059430802,51059430202,4
51059430802,51059430400,16
51059430802,51059430600,15
51059430802,51059430700,13
51059430802,51059430801,26
51059430802,51059430802,15
51059430802,51059430901,19
51059430802,51059430902,2
51059430802,51059431001,4
51059430802,51059431400,2
51059430802,51059431500,9
51059430802,51059431600,16
51059430802,51059431801,1
51059430802,51059432000,1
51059430802,51059432201,1
51059430802,51059432202,3
51059430802,51059432300,2
51059430802,51059432402,2
51059430802,51059432500,5
51059430802,51059432701,2
51059430802,51059432702,4
51059430802,51059432800,15
51059430802,51059440100,2
51059430802,51059440201,28
51059430802,51059440202,38
51059430802,51059440300,1
51059430802,51059440501,4
51059430802,51059440502,8
51059430802,51059440600,1
51059430802,51059440800,12
51059430802,51059450100,9
51059430802,51059450200,1
51059430802,51059450400,1
51059430802,51059450500,2
51059430802,51059450601,3
51059430802,51059450701,4
51059430802,51059450702,5
51059430802,51059450800,5
51059430802,51059451400,3
51059430802,51059451501,1
51059430802,51059451502,2
51059430802,51059451601,1
51059430802,51059452000,3
51059430802,51059452101,8
51059430802,51059452200,2
51059430802,51059452301,1
51059430802,51059452302,3
51059430802,51059452400,2
51059430802,51059452501,186
51059430802,51059452502,2
51059430802,51059452600,11
51059430802,51059452801,4
51059430802,51059460200,1
51059430802,51059460400,8
51059430802,51059460501,19
51059430802,51059460502,3
51059430802,51059460600,2
51059430802,51059460702,3
51059430802,51059460800,8
51059430802,51059460900,1
51059430802,51059461000,1
51059430802,51059461100,5
51059430802,51059461202,13
51059430802,51059461601,1
51059430802,51059461602,19
51059430802,51059461700,1
51059430802,51059461801,2
51059430802,51059461802,4
51059430802,51059470300,4
51059430802,51059470400,2
51059430802,51059470500,5
51059430802,51059470600,2
51059430802,51059470700,1
51059430802,51059471100,5
51059430802,51059471201,4
51059430802,51059471202,12
51059430802,51059471304,1
51059430802,51059480100,1
51059430802,51059480201,2
51059430802,51059480202,41
51059430802,51059480203,4
51059430802,51059480300,1
51059430802,51059480401,1
51059430802,51059480402,1
51059430802,51059480501,1
51059430802,51059480505,5
51059430802,51059480802,2
51059430802,51059480901,2
51059430802,51059480902,8
51059430802,51059480903,5
51059430802,51059481000,1
51059430802,51059481101,7
51059430802,51059481102,1
51059430802,51059481201,4
51059430802,51059481202,8
51059430802,51059481702,1
51059430802,51059481900,4
51059430802,51059482001,1
51059430802,51059482202,10
51059430802,51059482203,12
51059430802,51059482301,1
51059430802,51059482400,5
51059430802,51059482501,9
51059430802,51059482601,3
51059430802,51059482602,5
51059430802,51059490101,3
51059430802,51059490103,24
51059430802,51059491202,3
51059430802,51059491301,2
51059430802,51059491303,4
51059430802,51059491401,2
51059430802,51059491501,1
51059430802,51059491601,3
51059430802,51059491701,9
51059430802,51059491702,13
51059430802,51059491703,16
51059430802,51059491704,3
51059430802,51059491802,2
51059430802,51059491803,1
51059430802,51059492100,3
51059430802,51059492201,3
51059430802,51059492203,1
51059430802,51059980100,2
51059430802,51059980300,1
51059430802,51600300100,5
51059430802,51600300200,10
51059430802,51600300300,17
51059430802,51600300400,5
51059430802,51600300500,1
51059430901,51059415100,8
51059430901,51059415200,2
51059430901,51059415401,3
51059430901,51059415500,5
51059430901,51059415600,1
51059430901,51059415900,2
51059430901,51059416100,2
51059430901,51059416300,3
51059430901,51059420100,4
51059430901,51059420201,1
51059430901,51059420503,2
51059430901,51059421001,6
51059430901,51059421002,28
51059430901,51059421101,2
51059430901,51059421102,1
51059430901,51059421103,1
51059430901,51059421400,2
51059430901,51059421500,2
51059430901,51059422000,8
51059430901,51059422101,2
51059430901,51059422102,2
51059430901,51059422202,1
51059430901,51059422301,1
51059430901,51059422302,7
51059430901,51059422402,1
51059430901,51059430101,3
51059430901,51059430102,1
51059430901,51059430202,8
51059430901,51059430400,9
51059430901,51059430600,23
51059430901,51059430700,1
51059430901,51059430801,14
51059430901,51059430802,8
51059430901,51059430901,61
51059430901,51059431001,6
51059430901,51059431500,7
51059430901,51059431600,18
51059430901,51059431802,4
51059430901,51059432000,3
51059430901,51059432201,7
51059430901,51059432202,1
51059430901,51059432402,2
51059430901,51059432500,1
51059430901,51059432701,1
51059430901,51059432702,1
51059430901,51059432800,22
51059430901,51059440201,31
51059430901,51059440202,14
51059430901,51059440501,3
51059430901,51059440502,21
51059430901,51059440600,1
51059430901,51059440800,2
51059430901,51059450100,6
51059430901,51059450200,1
51059430901,51059450300,3
51059430901,51059450601,5
51059430901,51059450701,4
51059430901,51059450702,6
51059430901,51059450800,2
51059430901,51059451400,1
51059430901,51059451501,5
51059430901,51059451502,7
51059430901,51059451601,2
51059430901,51059451900,8
51059430901,51059452000,4
51059430901,51059452101,12
51059430901,51059452102,3
51059430901,51059452200,10
51059430901,51059452302,2
51059430901,51059452400,1
51059430901,51059452501,135
51059430901,51059452600,20
51059430901,51059452700,1
51059430901,51059452801,5
51059430901,51059460400,6
51059430901,51059460501,15
51059430901,51059460502,3
51059430901,51059460600,2
51059430901,51059460702,8
51059430901,51059460800,8
51059430901,51059460900,2
51059430901,51059461000,4
51059430901,51059461100,1
51059430901,51059461202,10
51059430901,51059461500,1
51059430901,51059461602,12
51059430901,51059461700,6
51059430901,51059461802,3
51059430901,51059470100,1
51059430901,51059470400,1
51059430901,51059470500,3
51059430901,51059470600,1
51059430901,51059471000,1
51059430901,51059471100,2
51059430901,51059471201,1
51059430901,51059471202,4
51059430901,51059471301,7
51059430901,51059471402,2
51059430901,51059480202,54
51059430901,51059480203,4
51059430901,51059480300,4
51059430901,51059480401,1
51059430901,51059480402,1
51059430901,51059480901,3
51059430901,51059480902,4
51059430901,51059480903,3
51059430901,51059481101,4
51059430901,51059481102,1
51059430901,51059481103,1
51059430901,51059481202,9
51059430901,51059481702,6
51059430901,51059481900,6
51059430901,51059482202,3
51059430901,51059482203,14
51059430901,51059482301,3
51059430901,51059482400,7
51059430901,51059482501,25
51059430901,51059482503,1
51059430901,51059482601,1
51059430901,51059482602,5
51059430901,51059490101,2
51059430901,51059490103,29
51059430901,51059490502,4
51059430901,51059491201,1
51059430901,51059491401,3
51059430901,51059491502,1
51059430901,51059491602,1
51059430901,51059491701,4
51059430901,51059491702,15
51059430901,51059491703,19
51059430901,51059491704,2
51059430901,51059491801,3
51059430901,51059491802,1
51059430901,51059491803,1
51059430901,51059492000,5
51059430901,51059492202,1
51059430901,51059492203,2
51059430901,51059980100,3
51059430901,51600300100,8
51059430901,51600300200,19
51059430901,51600300300,6
51059430901,51600300400,9
51059430901,51600300500,5
51059430902,51059415200,1
51059430902,51059415401,1
51059430902,51059415500,6
51059430902,51059415800,1
51059430902,51059416000,1
51059430902,51059416200,1
51059430902,51059416300,4
51059430902,51059420100,1
51059430902,51059421001,2
51059430902,51059421002,10
51059430902,51059421101,5
51059430902,51059421102,1
51059430902,51059421400,3
51059430902,51059421500,2
51059430902,51059421900,3
51059430902,51059422000,5
51059430902,51059422102,3
51059430902,51059422202,1
51059430902,51059422302,7
51059430902,51059422401,2
51059430902,51059430101,6
51059430902,51059430202,7
51059430902,51059430400,9
51059430902,51059430600,4
51059430902,51059430700,4
51059430902,51059430801,6
51059430902,51059430802,10
51059430902,51059430901,3
51059430902,51059430902,27
51059430902,51059431001,9
51059430902,51059431500,1
51059430902,51059431600,5
51059430902,51059431801,1
51059430902,51059431802,8
51059430902,51059431900,3
51059430902,51059432000,1
51059430902,51059432100,1
51059430902,51059432201,6
51059430902,51059432202,1
51059430902,51059432300,1
51059430902,51059432702,1
51059430902,51059432800,18
51059430902,51059440100,1
51059430902,51059440201,29
51059430902,51059440202,25
51059430902,51059440501,2
51059430902,51059440502,17
51059430902,51059440600,2
51059430902,51059440800,5
51059430902,51059450100,3
51059430902,51059450300,3
51059430902,51059450400,4
51059430902,51059450500,2
51059430902,51059450601,6
51059430902,51059450602,7
51059430902,51059450701,13
51059430902,51059450702,5
51059430902,51059450800,2
51059430902,51059451501,6
51059430902,51059451502,4
51059430902,51059451601,2
51059430902,51059451800,1
51059430902,51059452000,1
51059430902,51059452101,5
51059430902,51059452102,5
51059430902,51059452200,3
51059430902,51059452302,1
51059430902,51059452400,3
51059430902,51059452501,136
51059430902,51059452600,3
51059430902,51059452700,3
51059430902,51059452801,6
51059430902,51059460100,2
51059430902,51059460200,2
51059430902,51059460400,3
51059430902,51059460501,23
51059430902,51059460502,2
51059430902,51059460600,1
51059430902,51059460702,2
51059430902,51059460800,11
51059430902,51059461000,1
51059430902,51059461100,1
51059430902,51059461201,3
51059430902,51059461202,14
51059430902,51059461500,4
51059430902,51059461601,7
51059430902,51059461602,7
51059430902,51059461700,5
51059430902,51059461802,5
51059430902,51059461901,1
51059430902,51059470300,2
51059430902,51059470400,5
51059430902,51059470500,7
51059430902,51059470700,3
51059430902,51059471100,7
51059430902,51059471201,2
51059430902,51059471202,5
51059430902,51059471301,2
51059430902,51059471304,4
51059430902,51059471402,1
51059430902,51059480202,31
51059430902,51059480203,4
51059430902,51059480300,7
51059430902,51059480401,1
51059430902,51059480402,1
51059430902,51059480501,1
51059430902,51059480505,1
51059430902,51059480802,2
51059430902,51059480901,3
51059430902,51059480902,7
51059430902,51059480903,5
51059430902,51059481101,1
51059430902,51059481106,1
51059430902,51059481201,1
51059430902,51059481202,10
51059430902,51059481400,3
51059430902,51059481702,4
51059430902,51059481900,5
51059430902,51059482202,7
51059430902,51059482203,13
51059430902,51059482301,5
51059430902,51059482400,2
51059430902,51059482501,15
51059430902,51059482601,1
51059430902,51059482602,7
51059430902,51059490101,3
51059430902,51059490103,39
51059430902,51059490501,1
51059430902,51059490502,1
51059430902,51059491202,1
51059430902,51059491301,1
51059430902,51059491302,1
51059430902,51059491303,4
51059430902,51059491401,1
51059430902,51059491601,9
51059430902,51059491701,10
51059430902,51059491702,6
51059430902,51059491703,25
51059430902,51059491704,2
51059430902,51059491801,5
51059430902,51059491802,1
51059430902,51059491803,1
51059430902,51059492000,2
51059430902,51059492203,2
51059430902,51059980100,2
51059430902,51600300100,9
51059430902,51600300200,14
51059430902,51600300300,5
51059430902,51600300400,5
51059430902,51600300500,5
51059431001,51059415100,1
51059431001,51059415200,2
51059431001,51059415300,1
51059431001,51059415401,1
51059431001,51059415402,1
51059431001,51059415500,3
51059431001,51059415900,1
51059431001,51059416200,2
51059431001,51059416300,3
51059431001,51059420201,2
51059431001,51059420503,1
51059431001,51059420700,2
51059431001,51059420800,2
51059431001,51059421001,11
51059431001,51059421002,11
51059431001,51059421103,8
51059431001,51059421400,3
51059431001,51059421500,3
51059431001,51059421600,1
51059431001,51059421800,1
51059431001,51059422000,4
51059431001,51059422101,1
51059431001,51059422102,6
51059431001,51059422301,2
51059431001,51059422302,12
51059431001,51059422402,2
51059431001,51059430101,7
51059431001,51059430102,1
51059431001,51059430201,5
51059431001,51059430202,1
51059431001,51059430400,11
51059431001,51059430600,11
51059431001,51059430801,5
51059431001,51059430802,3
51059431001,51059430901,6
51059431001,51059430902,2
51059431001,51059431001,58
51059431001,51059431300,8
51059431001,51059431600,15
51059431001,51059431801,1
51059431001,51059431802,7
51059431001,51059432000,7
51059431001,51059432100,1
51059431001,51059432201,7
51059431001,51059432202,3
51059431001,51059432401,3
51059431001,51059432402,4
51059431001,51059432500,3
51059431001,51059432701,1
51059431001,51059432800,16
51059431001,51059440100,2
51059431001,51059440201,38
51059431001,51059440202,25
51059431001,51059440300,3
51059431001,51059440501,1
51059431001,51059440502,28
51059431001,51059440600,5
51059431001,51059440800,6
51059431001,51059450100,1
51059431001,51059450200,1
51059431001,51059450300,4
51059431001,51059450400,5
51059431001,51059450601,6
51059431001,51059450701,16
51059431001,51059450702,8
51059431001,51059450800,4
51059431001,51059451400,1
51059431001,51059451501,4
51059431001,51059451502,8
51059431001,51059451601,3
51059431001,51059451900,6
51059431001,51059452000,9
51059431001,51059452101,9
51059431001,51059452102,5
51059431001,51059452200,1
51059431001,51059452301,1
51059431001,51059452302,1
51059431001,51059452400,5
51059431001,51059452501,195
51059431001,51059452502,2
51059431001,51059452600,5
51059431001,51059452700,3
51059431001,51059452801,1
51059431001,51059452802,1
51059431001,51059460200,3
51059431001,51059460400,3
51059431001,51059460501,17
51059431001,51059460600,2
51059431001,51059460701,1
51059431001,51059460702,1
51059431001,51059460800,13
51059431001,51059460900,9
51059431001,51059461000,4
51059431001,51059461100,3
51059431001,51059461202,12
51059431001,51059461601,1
51059431001,51059461602,27
51059431001,51059461700,11
51059431001,51059461802,3
51059431001,51059470400,2
51059431001,51059470500,9
51059431001,51059470600,1
51059431001,51059470700,4
51059431001,51059470800,2
51059431001,51059470900,6
51059431001,51059471201,4
51059431001,51059471202,7
51059431001,51059471301,4
51059431001,51059471402,1
51059431001,51059480201,3
51059431001,51059480202,61
51059431001,51059480203,6
51059431001,51059480300,4
51059431001,51059480801,1
51059431001,51059480802,9
51059431001,51059480902,6
51059431001,51059480903,8
51059431001,51059481101,6
51059431001,51059481103,3
51059431001,51059481105,1
51059431001,51059481106,2
51059431001,51059481202,4
51059431001,51059481400,1
51059431001,51059481702,7
51059431001,51059481900,5
51059431001,51059482202,8
51059431001,51059482203,12
51059431001,51059482301,10
51059431001,51059482400,9
51059431001,51059482501,28
51059431001,51059482503,2
51059431001,51059482602,7
51059431001,51059490101,8
51059431001,51059490103,35
51059431001,51059490501,1
51059431001,51059491201,1
51059431001,51059491202,5
51059431001,51059491301,1
51059431001,51059491303,3
51059431001,51059491401,3
51059431001,51059491501,1
51059431001,51059491601,6
51059431001,51059491701,13
51059431001,51059491702,22
51059431001,51059491703,35
51059431001,51059491704,3
51059431001,51059491705,1
51059431001,51059491801,4
51059431001,51059491802,2
51059431001,51059491803,4
51059431001,51059492000,4
51059431001,51059492100,3
51059431001,51059492203,3
51059431001,51059492300,1
51059431001,51059492400,1
51059431001,51059492500,3
51059431001,51059980100,2
51059431001,51600300100,18
51059431001,51600300200,22
51059431001,51600300300,25
51059431001,51600300400,8
51059431001,51600300500,2
51059431002,51059415100,3
51059431002,51059415200,2
51059431002,51059415500,1
51059431002,51059415900,1
51059431002,51059416000,1
51059431002,51059416100,3
51059431002,51059420203,1
51059431002,51059420400,2
51059431002,51059420502,1
51059431002,51059421001,2
51059431002,51059421002,5
51059431002,51059421101,3
51059431002,51059421102,1
51059431002,51059421103,9
51059431002,51059421400,4
51059431002,51059421600,1
51059431002,51059421800,2
51059431002,51059421900,1
51059431002,51059422000,3
51059431002,51059422102,2
51059431002,51059422302,5
51059431002,51059430101,1
51059431002,51059430102,1
51059431002,51059430400,9
51059431002,51059430600,10
51059431002,51059430700,5
51059431002,51059430801,10
51059431002,51059430802,1
51059431002,51059430901,3
51059431002,51059430902,5
51059431002,51059431001,17
51059431002,51059431002,5
51059431002,51059431300,1
51059431002,51059431500,2
51059431002,51059431600,5
51059431002,51059431802,7
51059431002,51059432000,1
51059431002,51059432201,5
51059431002,51059432202,6
51059431002,51059432300,2
51059431002,51059432401,1
51059431002,51059432600,1
51059431002,51059432800,10
51059431002,51059440201,9
51059431002,51059440202,20
51059431002,51059440502,8
51059431002,51059440600,2
51059431002,51059440701,2
51059431002,51059440702,1
51059431002,51059440800,4
51059431002,51059450100,5
51059431002,51059450200,1
51059431002,51059450400,1
51059431002,51059450602,1
51059431002,51059450701,5
51059431002,51059450702,4
51059431002,51059451400,4
51059431002,51059451501,2
51059431002,51059451502,3
51059431002,51059452000,6
51059431002,51059452101,3
51059431002,51059452102,2
51059431002,51059452200,1
51059431002,51059452400,1
51059431002,51059452501,87
51059431002,51059452600,9
51059431002,51059452700,1
51059431002,51059452801,5
51059431002,51059452802,1
51059431002,51059460300,1
51059431002,51059460400,2
51059431002,51059460501,8
51059431002,51059460502,1
51059431002,51059460702,1
51059431002,51059460800,8
51059431002,51059460900,3
51059431002,51059461000,1
51059431002,51059461202,2
51059431002,51059461602,4
51059431002,51059461802,6
51059431002,51059470400,2
51059431002,51059470500,11
51059431002,51059470700,1
51059431002,51059471100,2
51059431002,51059471201,2
51059431002,51059471202,5
51059431002,51059471301,1
51059431002,51059471402,1
51059431002,51059480100,1
51059431002,51059480202,30
51059431002,51059480203,2
51059431002,51059480300,2
51059431002,51059480801,1
51059431002,51059480901,4
51059431002,51059480902,5
51059431002,51059480903,5
51059431002,51059481101,1
51059431002,51059481103,1
51059431002,51059481201,1
51059431002,51059481202,13
51059431002,51059481702,1
51059431002,51059481900,4
51059431002,51059482202,4
51059431002,51059482203,11
